id,doi,title,abstract,relevance_score
https://openalex.org/W2620330276,10.1016/j.jad.2017.05.036,Trajectories of traumatic stress symptoms during conflict: A latent class growth analysis,"The ways in which traumatic stress symptoms unfold under situations of ongoing threat and trauma exposure are poorly understood. The current study aims to identify traumatic stress symptom trajectories during conflict, as well as potential risk factors. Experience sampling methods were used to study traumatic stress symptoms during the 2014 Israel-Gaza conflict in 100 Israeli civilians exposed to rocket fire. Summary reports of traumatic symptoms were made twice-daily for 30 days via mobile phone. Latent class growth analysis revealed four distinct classes (low, reducing, moderate, and high) characterised by their trajectory of traumatic stress symptoms during the conflict. Female gender, not being in a relationship, and higher prior trauma exposure were identified as potential risk factors. Data were not collected in the early phase of the conflict, the sample was relatively small, and only traumatic stress symptoms were investigated as outcomes. This study identified heterogeneous traumatic stress symptom trajectories among civilians during a conflict, with different subgroups showing distinct response patterns over time, associated with various risk factors. Investigating responses to ongoing trauma, and identifying predictors of different stress symptom trajectories has clinical implications for the targeted delivery of interventions. Further exploration of heterogeneous trajectories could potentially elucidate mechanisms that drive resilience and recovery, including in situations of ongoing exposure such as during conflict.",0.931029242
https://openalex.org/W2070289918,10.1016/j.jad.2014.09.021,"Trajectories of posttraumatic stress symptoms (PTSS) after major war among Palestinian children: Trauma, family- and child-related predictors","Research shows great individual variation in changes in posttraumatic stress symptoms (PTSSs) after major traumas of terrorist attacks, military combat, and natural disasters. Earlier studies have identified specific mental health trajectories both in children and adults. This study aimed, first, to identify potential PTSS-related trajectories by using latent class growth analyses among children in a three-wave assessment after the 2008/2009 War on Gaza, Palestine. Second, it analyzed how family- and child related factors (e.g., attachment relations, posttraumatic cognitions (PTCs), guilt, and emotion regulation) associate with the trajectory class membership. The sample consisted of 240 Palestinian children (49.4% girls and 50.6% boys) of 10–13 years of age (M=11.29, SD=0.68), who completed PTSS (CRIES) assessments at 3 (T1), 5 (T2), and 11 (T3) months after the war. Children reported their personal exposure to war trauma, attachment style, cognitive trauma processing, and emotion regulation, and their parents reported family war trauma exposure and attachment style. Results revealed a three-trajectory solution, a majority of children belonging to the Recovery trajectory (n=183), and a minority belonged either to Resistant trajectory (n=29) or to Increasing symptoms trajectory (n=28). Low levels of negative posttraumatic cognitive appraisals, feelings of guilt and emotion regulation were characteristic of children in the Resistant trajectory as compared to Increasing symptoms trajectory. Father׳s attachment security was further associated with the Resistant trajectory membership. Children׳s attachment avoidance and high parental trauma were typical to children in Recovery trajectory (as compared to the Increasing symptoms trajectory).",0.930451561
https://openalex.org/W4294306734,10.1177/24705470221122898,Longitudinal Trajectories of PTSD Symptoms Predict Levels of Posttraumatic Growth in World Trade Center Responders,"Background Prior research has indicated that posttraumatic growth (PTG) often co-occurs with symptoms of posttraumatic stress disorder (PTSD). However, it is yet unclear what longitudinal patterns of posttraumatic symptom levels may predict the development of PTG. Methods World Trade Center (WTC) rescue and recovery workers (2038 police and 2103 non-traditional responders) were assessed an average of 3, 6, 8, and 12 years post-9/11/2001. Responders’ WTC-related PTSD symptoms were characterized by No/Low Symptom, Worsening/Subtly Worsening, Steeply Worsening (only for non-traditional responders), Improving, and Chronic trajectories. PTSD symptom trajectories were examined as predictors of PTG, which was assessed using total scores on the Posttraumatic Growth Inventory-Short Form. Results Across both occupational groups, being female, older, Hispanic, and experiencing more post-9/11 traumatic events were independently associated with self-reported PTG. Among police responders, a greater number of WTC exposures and supportive family members while working at the WTC site were linked to higher PTG. Among non-traditional responders, Black race/ethnicity, less education, fewer pre-9/11 traumatic events, and the presence of support while working at the WTC site were additionally linked to higher PTG. Only the moderate PTSD symptom trajectories (ie, worsening and improving) for police responders and all symptomatic trajectories for non-traditional responders were associated with higher levels of PTG. Conclusions Symptomatic 12-year trajectories of PTSD symptoms and certain sociodemographic characteristics, stressor exposures, and supportive resources were associated with PTG in traditional and non-traditional WTC responders. Results provide insight into subgroups of WTC responders who may benefit from PTG-promoting interventions, as well as potentially modifiable targets to help foster PTG in this population.",0.928279442
https://openalex.org/W2411352347,10.1037/tra0000145,Trajectories of daily PTSD symptoms in recent traumatic injury victims.,"Prior research has identified different PTSD symptom (PTSS) trajectories over months and years posttrauma that warrant different levels of clinical attention. Earlier identification of at-risk trauma victims can facilitate efficient and appropriate intervention efforts.Using latent class growth analysis, we examined daily PTSS trajectories beginning 6 weeks postinjury in 68 injury victims. Resulting classes were compared on key characteristics at 6 and 21 weeks postinjury.Three trajectories were identified: a nonreactive class (67.8%) with low initial symptom levels that remained low, a moderate-stable class (27.9%) with elevated symptom levels that remained constant, and a severe-increasing class (4.4%) with high symptom levels that increased.High-risk injury victims can be identified by their daily PTSS, allowing for early identification of those at risk for elevated distress and in greater need for intervention. (PsycINFO Database Record",0.927065424
https://openalex.org/W4205990890,10.1002/jts.22763,"Trajectories of posttraumatic stress symptoms following the September 11, 2001, terrorist attacks: A comparison of two modeling approaches","Several studies have analyzed longitudinal data on posttraumatic stress symptoms (PTSS) from individuals who were proximal to the September 11, 2001, terrorist attacks (9/11) in an attempt to identify different trajectories of mental health in the years following mass trauma. The results of these studies have been heterogeneous, with researchers who used latent growth mixture modeling (LGMM) tending to identify four trajectories and those who used group-based trajectory modeling (GBTM) identifying five to seven trajectories. Given that no study has applied both GBTM and LGMM to their data, it remains unknown which modeling approach and what number of trajectories best fit post-9/11 PTSS data. The present study aimed to address that question by applying both LGMM and GBTM to data from the largest sample of survivors to date, comprising 37,545 New York City community members. When analyzing four waves of PTSS, reflecting participants' mental health up to 15 years post-9/11, LGMM fit the data better than GBTM. Our optimal solution consisted of four trajectories: low-stable (72.2% of the sample), decreasing (12.8%), increasing (9.5%), and high-stable (5.5%) symptoms. Covariate analyses indicated that economic factors (i.e., having a household income less than $25,000 and experiencing job loss due to 9/11) increased the odds of belonging to the high-stable symptom trajectory group to the greatest degree, ORs = 4.93-6.08. The results suggest that providing financial support, including affordable mental health care, could be an important intervention in the wake of future mass traumatic events.",0.925248281
https://openalex.org/W2884199640,10.1080/00332747.2018.1485369,Long-Term Trajectories of Posttraumatic Stress Disorder: Categorical versus Continuous Assessment,"Objective: Long-term trajectories of posttraumatic stress disorder (PTSD) may fluctuate over time and typically conform to four heterogeneous patterns: resilience, recovery, delayed-onset, and chronic symptomatology. However, such fluctuations are typically short ranged and have rarely been investigated over the course of decades after the trauma. Moreover, existing studies have used a variety of measurements, either employing a categorical Diagnostic and Statistical Manual of Mental Disorders (DSM)-oriented approach or a continuous measure of symptom severity. The aim of this study was to evaluate the two methods of analyzing trajectories of PTSD by examining the level of concordance between them, their sensitivity, and their validity. Method: A total of 349 Israeli veterans from the 1973 Yom Kippur War were examined at four time points over more than four decades since the war. A latent class growth analysis (LCGA) was conducted to identify different PTSD trajectories, using both categorical and continuous PTSD assessments. Results: Descriptive results revealed that the four commonly observed patterns of PTSD are insufficient for capturing the range of individual PTSD trajectories. Using a categorical measure in the explorative LCGA yielded three trajectories (resilient, chronic, and delayed onset). The continuous measure yielded five trajectories (resilient, chronic, recovered, and two delayed-onset trajectories), which provided a slightly more nuanced distinction of participants’ distress-induced psychosocial dysfunction as compared to the three-trajectory solution. Conclusion: These findings suggest that using a continuous PTSD trajectory measure provides a somewhat more sensitive estimation of PTSD trajectories. More specifically, taking into consideration symptom intensity and fluctuation over time may provide a more comprehensive picture of the survivors’ distress.",0.923838581
https://openalex.org/W3020531307,10.1177/2167702620949156,Trajectories of Distress Following the Great East Japan Earthquake: A Multiwave Prospective Study,"The March 2011 Great East Japan Earthquake, tsunami, and nuclear leak were complex traumas. We examined psychological distress in the years following the earthquake using growth mixture modeling to classify responses from 2,599 linked respondents (2012–2016). We identified four classes of trajectories following the disaster: resilient (76% of respondents), delayed distress (8%), recovery (8%), and chronic distress (7%). Compared with the resilient class, other class members were less likely to be female and had less social support. Survivors in the recovery group were more likely to live in prefabricated housing. Although distress has decreased over time, specific populations continue to require targeted intervention.",0.9235585
https://openalex.org/W2769415291,10.1002/jts.22242,Posttraumatic Stress Symptom Trajectories Among Children After Disaster Exposure: A Review,"Abstract Natural disasters, such as hurricanes and floods, are increasing in frequency and scope. Youth exposed to disasters are at risk for developing posttraumatic stress symptoms (PTSS). However, not all youth who report initially elevated PTSS report persistent PTSS that last beyond the first three to six months postdisaster. Thus, it is crucial to understand how and why youth differ in their patterns of PTSS. This study reviewed the literature on children's postdisaster PTSS, evaluating the typical number and types of patterns for children's PTSS trajectories, as well as risk and protective factors predicting trajectory membership. This review identified eight empirical studies on youth PTSS trajectories following natural disasters; these studies included 8,306 children aged 3 to 18 years. All studies identified resilience, recovery, and chronic trajectories. Evidence for a delayed trajectory was mixed. Proportions of children falling into each trajectory varied widely across studies, but overall, resilience was the most prevalent trajectory. These findings were consistent across study factors (i.e., analytic strategy, assessment timing, and study selection criteria). Female gender, disaster exposure, negative coping, and lack of social support were significant risk factors for chronic trajectories across several studies. Future research should combine individual level participant data across studies of children's responses to disasters to better understand PTSS trajectories.",0.923130961
https://openalex.org/W2808918387,10.1016/j.psychres.2018.06.034,Association of suicidal ideation with trajectories of deployment-related PTSD symptoms,"This study examined the association between suicidal ideation and posttraumatic stress disorder (PTSD) symptom trajectories in a nationally representative sample of United States Reserve Component soldiers. PTSD symptoms related to a traumatic event during the most recent deployment were assessed in four annual waves in 2010–2013 among 682 Reserve Component soldiers. Latent Growth Mixture Modeling (LGMM) was used to examine the longitudinal trajectories of PTSD symptoms. The association between the PTSD trajectories and suicidal ideation at waves 2 to 4 was examined in logistic regression analyses. Four trajectories were identified: resilience (73.0%), recovery (11.7%), late onset (11.6%) and chronic (3.6%). Pairwise comparisons demonstrated significant differences between trajectories in risk of suicidal ideation. Among the chronic trajectory group, 50.9% reported suicidal ideation (25.8% late onset group; 11.3% recovery group; 4.0% resilience group). After controlling for baseline characteristics, the late onset and chronic trajectory groups were more likely to have suicidal ideation than the resilience and recovery trajectories, respectively. Findings suggest the late onset and chronic trajectories of PTSD symptoms are associated with higher risk of suicidal ideation. They support the importance of follow-up assessment of suicide risk even among individuals with low PTSD symptoms at homecoming.",0.922276757
https://openalex.org/W2897850372,10.1002/da.22850,"Trajectories of grief, depression, and posttraumatic stress in disaster‐bereaved people","Background Previous latent trajectory studies in adult bereaved people have identified individual differences in reactions postloss. However, prior findings may not reflect the complete picture of distress postloss, because they were focused on depression symptoms following nonviolent death. We examined trajectories of symptom-levels of persistent complex bereavement disorder (PCBD), depression, and posttraumatic stress disorder (PTSD) in a disaster-bereaved sample. We also investigated associations among these trajectories and background and loss-related factors, psychological support, and previous mental health complaints. Methods Latent class growth modeling was used to identify distinct trajectories of PCBD, depression, and PTSD symptoms in people who lost loved ones in a plane disaster in 2014. Participants (N = 172) completed questionnaires for PCBD, depression, and PTSD at 11, 22, 31, and 42 months postdisaster. Associations among class membership and background and loss-related variables, psychological support, and previous mental health complaints were examined using logistic regression analyses. Results Two PCBD classes emerged: mild (81.8%) and chronic (18.2%) PCBD. For both depression and PTSD, three classes emerged: mild (85.6% and 85.2%), recovered (8.2% and 4.4%), and chronic trajectory (6.2% and 10.3%). People assigned to the chronic PCBD, depression, or PTSD class were less highly educated than people assigned to the mild/recovered classes. Conclusions This is the first latent trajectory study that offers insights in individual differences in longitudinal symptom profiles of PCBD, depression, and PTSD in bereaved people. We found support for differential trajectories and predictors across the outcomes.",0.919261228
https://openalex.org/W1448877352,10.1016/j.janxdis.2015.07.007,Six years after the wave. Trajectories of posttraumatic stress following a natural disaster,"The characteristics of long-term trajectories of distress after disasters are unclear, since few studies include a comparison group. This study examines trajectories of recovery among survivors in comparison to individuals with indirect exposure. Postal surveys were sent to Swedish tourists, repatriated from the 2004 Indian Ocean tsunami (n = 2268), at 1, 3, and 6 years after the tsunami to assess posttraumatic stress (PTS) and poor mental health. Items were used to ascertain high and moderate disaster exposure groups and an indirect exposure comparison group. Long-term PTS trajectories were best characterized by a resilient (72.3%), a severe chronic (4.6%), a moderate chronic (11.2%) and a recovering (11.9%) trajectory. Trajectories reported higher levels of PTS than the comparison group. Exposure severity and bereavement were highly influential risk factors. These findings have implications regarding anticipation of long-term psychological adjustment after natural disasters and need for interventions after a single traumatic event with few secondary stressors.",0.916300196
https://openalex.org/W2924304519,10.1080/20008198.2019.1586266,Trajectories of posttraumatic stress disorders among children after the Wenchuan earthquake: a four-year longitudinal study,"Background: Previous research has demonstrated heterogeneous patterns of posttraumatic stress disorder (PTSD) among children following disasters. However, no clear consensus has been reached regarding the postdisaster trajectories of PTSD among children.Objective: The current study examined the trajectories of PTSD among children after exposure to the Wenchuan earthquake and explored potential predictors of distinct PTSD trajectories.Methods: A four-year longitudinal study was conducted to follow 301 children who were evaluated for PTSD symptoms following the Wenchuan earthquake. Trauma exposure and some pre-existing characteristics were measured at four months after the disaster, and PTSD symptoms were measured at 4, 16, 29, 40 and 52 months after the disaster. The trajectories were identified with Latent Growth Mixture Modelling, and the predictors were explored with multinomial logistic regression.Results: The following three latent PTSD trajectories were found among children: resilient (74.9%), relapsing (17.7%) and recovery (7.5%). Trauma exposure was more likely to be related to a more severe trajectory of PTSD, having experienced prequake trauma was more likely to be related to the recovery trajectory and school 2 was more likely to be related to the relapsing trajectory.Conclusion: These findings provide novel insights into children’s postdisaster response patterns. Individual heterogeneity existed in posttraumatic reactions. This longer-term longitudinal study captured more detailed and accurate information about the development of these trajectories. Trauma exposure and previous traumatic experience were linked to malignant development of PTSD.",0.912940286
