id,doi,title,abstract,rank
https://openalex.org/W3108957577,10.1007/978-3-030-51525-6_16,"Assessing Mental Health After a Disaster: Flood Exposure, Recovery Stressors, and Prior Flood Experience",,1
https://openalex.org/W2785858250,10.1016/j.socscimed.2018.01.039,Crushing hope: Short term responses to tragedy vary by hopefulness,"This paper explores the consequences of hopefulness when the environment changes. Much literature has documented the importance of a positive outlook in pursuing investments in health and education that pay off in the future. A question that has received less attention is whether a positive outlook creates resilience in the face of setbacks or whether a positive outlook may be a disadvantage in extreme circumstances, especially when there is a large mismatch between expectations and reality. This paper uses the coincidental interview schedule of the Add Health data (N = 15,024) around the terrorist attack of September 11, 2001 to examine interactions with this environmental shock and previously elicited measures of hopefulness. The results suggest that increases in depressive symptoms following the attack are concentrated among those young adults who initially expressed the most hopefulness in the future as teenagers.",1
https://openalex.org/W2622501294,10.1037/mil0000182,"Posttraumatic Stress, Posttraumatic Growth, and Satisfaction With Life in Military Veterans","Objective: Military veterans are more likely than civilians to experience trauma and posttraumatic stress disorder (PTSD). Research suggests, however, that some people who experience trauma, including veterans, report posttraumatic growth (PTG), or positive personal changes following adversity. In this study, we tested a comprehensive model of PTG, PTSD, and satisfaction with life in a veteran population, exploring the roles of challenges to core beliefs, types of rumination, sex, and time since event. Method: Data were collected via Amazon’s Mechanical Turk, an online crowdsourcing website, from veterans (N = 197) who had experienced a stressful event within the last 3 years (M = 16.66 months, SD = 12.27 months). Structural equation modeling was used to test an integrated conceptual model of PTG, PTSD, and satisfaction with life. Results: Results showed that challenge to core beliefs was directly associated with both deliberate and intrusive rumination. Deliberate rumination was positively related to PTG; intrusive rumination was positively related to symptoms of PTSD. PTG and PTSD, in turn, mediated the relationship between rumination styles and satisfaction with life; PTG was related to higher satisfaction with life; and PTSD was negatively related to satisfaction with life. Results failed to show differences on any model variables as a function of time since event or sex. Conclusion: Results indicate that the intentional facilitation of PTG may be a complementary and alternative option to the reduction of PTSD symptoms for improving satisfaction with life. Findings suggest that efforts to facilitate PTG should be focused on strategies for promoting deliberate rumination.",1
https://openalex.org/W1992867694,10.4088/jcp.14m09075,Longitudinal Analysis of Latent Classes of Psychopathology and Patterns of Class Migration in Survivors of Severe Injury,"Little research to date has explored the typologies of psychopathology following trauma, beyond development of particular diagnoses such as posttraumatic stress disorder (PTSD). The objective of this study was to determine the longitudinal patterns of these typologies, especially the movement of persons across clusters of psychopathology.In this 6-year longitudinal study, 1,167 hospitalized severe injury patients who were recruited between April 2004-February 2006 were analyzed, with repeated measures at baseline, 3 months, 12 months, and 72 months after injury. All patients met the DSM-IV criterion A1 for PTSD. Structured clinical interviews were used to assess psychiatric disorders at each follow-up point. Latent class analysis and latent transition analysis were applied to assess clusters of individuals determined by psychopathology. The Mini International Neuropsychiatric Interview (MINI) and Clinician-Administered PTSD Scale (CAPS) were employed to complete diagnoses.Four latent classes were identified at each time point: (1) Alcohol/Depression class (3 months, 2.1%; 12 months, 1.3%; and 72 months, 1.1%), (2) Alcohol class (3 months, 3.3%; 12 months, 3.7%; and 72 months, 5.4%), (3) PTSD/Depression class (3 months, 10.3%; 12 months, 11.5%; and 72 months, 6.4%), and (4) No Disorder class (3 months, 84.2%; 12 months, 83.5%; and 72 months, 87.1%). Latent transition analyses conducted across the 2 transition points (12 months and 72 months) found consistently high levels of stability in the No Disorder class (90.9%, 93.0%, respectively) but lower and reducing levels of consistency in the PTSD/Depression class (81.3%, 46.6%), the Alcohol/Depression class (59.7%, 21.5%), and the Alcohol class (61.0%, 36.5%), demonstrating high levels of between-class migration.Despite the array of psychiatric disorders that may develop following severe injury, a 4-class model best described the data with excellent classification certainty. The high levels of migration across classes indicate a complex pattern of psychopathology expression over time. The findings have considerable implications for tailoring multifocused interventions to class type, as well as flexible stepped care models, and for the potential development and delivery of transdiagnostic interventions targeting underlying mechanisms.",1
https://openalex.org/W2620268966,10.1177/0886260517710483,Cumulative Trauma and Adjustment in Women Exposed to a Campus Shooting: Examining the Role of Appraisals and Social Support,"Experiencing repeated trauma can have increasingly detrimental effects on psychosocial functioning after subsequent stressors. These effects may be intensified for victims of interpersonal traumas given that these events are often associated with heightened risk for adverse outcomes. To better understand this relationship, the present study prospectively examined the effect of pre-shooting trauma exposure (i.e., interpersonal vs. non-interpersonal trauma) on psychological functioning (i.e., posttraumatic stress symptoms, depression) following a mass campus shooting. Based on previous research, it was expected that negative appraisals and social support would mediate this relationship. A sample of 515 college women reporting prior trauma exposure was assessed at four time points following the shooting (i.e., pre-shooting, 1-month, 6-months, and 12-months post-shooting). Bootstrap analyses with bias-corrected confidence intervals were conducted. Contrary to expectation, pre-shooting trauma exposure was unrelated to 12-month post-shooting outcomes and neither negative appraisals nor social support at 6-months post-shooting emerged as mediators. Interestingly, a history of non-interpersonal trauma was associated with greater post-shooting family and friend support than a history of interpersonal trauma. Ad hoc analyses showed that pre-shooting symptom severity and level of exposure to the shooting had indirect effects on post-shooting outcomes via post-shooting negative appraisals. These findings support that cumulative trauma, regardless of type, may not have an additive effect unless individuals develop clinically significant symptoms following previous trauma. Trauma severity also appears to play a meaningful role.",1
https://openalex.org/W4210476645,10.1177/00110000221074019,Postdeployment Treatment Gap: Symptoms and Treatment Utilization Among Returning National Guard Soldiers,"This study evaluated rates of psychiatric symptoms and mental health treatment utilization among National Guard service members during postdeployment. National Guard service members ( N = 311) completed surveys assessing demographics, beliefs about mental health treatment, emotion regulation strategies, and psychiatric symptoms. Mental health treatment utilization was assessed at the 6-months follow-up. Postdeployment, 41.2% of the sample had psychiatric symptoms above the clinical cut-off for at least one symptom measure. This proportion increased at follow-up (53.5%). Alcohol use disorder (AUD) symptoms showed the largest increase ( d = 0.66), although symptoms of depression and post-traumatic stress disorder (PTSD) also showed small magnitude increases. Among those with elevated symptoms postdeployment ( n = 128), only 27.8% received mental health treatment at follow-up. Severity of depression, anxiety, and PTSD were higher among those who utilized treatment. The postdeployment period is a vulnerable one. Continued efforts to understand and address barriers to treatment for this population are warranted.",1
https://openalex.org/W2221140740,,What Comes First – Stable Housing or Mental Health? A Study of the Reciprocal Relationship Between Housing Stability and Mental Health Trajectories among Hurricane Katrina Survivors,,2
https://openalex.org/W1893980018,10.1037/tra0000057,Investigating the dissociative subtype of posttraumatic stress disorder in a sample of traumatized detained youth.,"In this study, we tested the validity of a dissociative subtype in a sample of 225 detained adolescents (142 boys, 83 girls) likely meeting full or partial criteria for posttraumatic stress disorder (PTSD). Competing theories of dissociation pose controversy regarding dissociation as a taxon versus a continuum, and results of the current study contribute to this debate by providing evidence of distinct group differences between those high and low in dissociation. Mixture modeling revealed 2 groups of youth with differing levels of depersonalization/derealization dissociative symptoms. Differences between the 2 groups of youth were investigated regarding trauma exposure and several posttraumatic reactions: posttraumatic stress symptoms (PTSS), emotion dysregulation, and emotional numbing. Compared with youth classified in the low-dissociation group, youth who exhibited high levels of dissociation demonstrated higher levels of total PTSS, posttraumatic symptom clusters of emotional numbing, intrusion, and associated features, as well as reporting more difficulties with emotion dysregulation. To test theory regarding the factors that increase the likelihood of persistent dissociation, bootstrapped regression analyses were performed to examine the possibility of an indirect effect of peritraumatic dissociation. Results consistent with statistical mediation suggested that the presence of peritraumatic dissociation at the time of trauma may contribute to the continuation of dissociative symptoms as a more generalized pattern. The results of the current study have implications for clinical treatment with traumatized youth.",2
https://openalex.org/W4246022338,10.21203/rs.2.11136/v1,Prolonged exposure as early intervention in an emergency department context: lessons learned from a terminated RCT.,"Abstract Objective The main purpose of the trial was to test if a brief trauma focused cognitive-behavior therapy (prolonged exposure; PE) provided within 72h after a trauma could be effective in decreasing the incidence of post-traumatic stress disorder (PTSD), replicating and extending findings from an earlier trial. After a pilot study (N=10), which indicated feasible and deliverable study procedures and interventions, we subsequently launched an RCT with a target sample size of 352 participants randomized to either three sessions PE or non-directive support. Due to an unforeseen major reorganization at the hospital, the RCT was discontinued after 32 included participants. Results In this paper, we highlight obstacles and lessons learned from our feasibility work, relevant for preventive psychological interventions for PTSD in emergency settings. One important finding was the high degree of attrition: only 78% and 34% respectively came back for the two months and six-months assessments. There were also difficulties in reaching eligible patients immediately after the event. Based on our experiences, we envisage that alternative models of implementation might overcome these obstacles, for example, with remote delivery of both assessments and treatment, combined with multiple recruitment procedures. Lessons learned from this terminated RCT are discussed in depth.",2
https://openalex.org/W2058617245,10.1016/j.chiabu.2014.12.002,Effectiveness of psychosocial intervention enhancing resilience among war-affected children and the moderating role of family factors,"The study examines, first, the effectiveness of a psychosocial intervention based on Teaching Recovery Techniques (TRT) to increase resiliency among Palestinian children, exposed to a major trauma of war. Second, it analyses the role of family factors (maternal attachment and family atmosphere) as moderating the intervention impacts on resilience. School classes in Gaza were randomized into intervention (N=242) and control (N=240) groups. The percentage of girls (49.4%) and boys (50.6%) were equal, and the child age was 10-13 years in both groups. Children reported positive indicators of their mental health (prosocial behaviour and psychosocial well-being) at baseline (T1), post-intervention (T2) and at a six-month follow-up (T3). At T1 they accounted their exposure to war trauma. Mothers reported about their willingness to serve as an attachment figure, and the child reported about the family atmosphere. Resilience was conceptualized as a presence of positive indications of mental health despite trauma exposure. Against our hypothesis, the intervention did not increase the level of resilience statistically significantly, nor was the effect of the intervention moderated by maternal attachment responses or family atmosphere.",2
https://openalex.org/W4213300188,10.1016/j.psychres.2022.114472,"The course of symptoms in the first 27 months following bereavement: A latent trajectory analysis of prolonged grief, posttraumatic stress, and depression","Much remains unknown about the course of grief in the early months following bereavement, including the prevalence and timing of a recovery trajectory, whether specific symptoms mark a failure to recover, and the co-occurrence of chronic prolonged grief (PG), posttraumatic stress (PTS) and depression symptoms.Two hundred fifty-nine participants completed PG, PTS and depression questionnaires up to eleven times every six weeks during the two years post-bereavement. We used Latent Class Growth Mixture Modeling (LCGMM) to identify subgroups of bereaved individuals sharing similar trajectories for each disorder. We used repeated measures ANOVA to evaluate differences in individual symptoms between trajectories. Finally, we investigated to what extent chronic trajectories of these three disorders co-occurred.Three trajectories of PG symptoms emerged: resilient (66.4%), chronic (25.1%) and acute recovery (8.4%). The overall severity and symptom profile of the acute recovery group were indistinguishable from that of the chronic group through 6 months post-bereavement, followed by reduction in PG from 6 to 18 months post-bereavement. Chronic PTS in the first-year post-bereavement tended to co-occur with chronic PG and/or chronic depression.Twenty five percent of those with initial elevations in grief recovered in the period of 6 to 12 months post-bereavement. These findings highlight the clinical importance of severe grief in the initial months following loss, but also suggests caution in diagnosing a grief disorder within the first-year post-bereavement.",2
